Lemma	Form	POS	Line	Gloss
þæt	þæt	conj	132	that
se	se	dem.pn	132	that
bēon	biþ	pres.v	132	be
lēof	lēofast	adv	132	dearest
londbūend	londbūendum	dpn	132	subjects
se	se	dem.pn	133	that
þe	þe	in	133	who
hē	him	dsn	133	him
God	God	n	133	God
syllan	syleð	pres.sv	133	give
guma	gumena	gpn	133	men's
rīce	rīce	asn	133	rule
to	to	prep	134	to
gehealdan	gehealdenne,	gerund	134	holding
þenden	þenden	conj	134	while
hē	hē	nsppn	134	he
hēr	hēr	nsn	134	here
lifgan	leofað.	psv	134	lives
swā	Swā	conj	135	as
scrīþan	scrīþende	participle	135	wandering
gesceap	gesceapum	ipn	135	fate
hweorfan	hweorfað	ppv	135	roved
glēomonn	glēomen	npm	136	glee-man, minstrel
guma	gumena	gpn	136	men
geond	geond	prep	136	throughout
grund	grunda	gpn	136	region
fela	fela,	adj	136	many
þearf	þearfe	asn	137	need
secgan	secgað,	pres.pv	137	says
þoncword	þoncword	apn	137	thank-words
sprecan	sprecaþ,	pres.pv	137	speaking
simle	simle	adv	138	always
sūð	sūð	adv	138	south
oþþe	oþþe	conj	138	or
norþ	norð	adv	138	north
sum	sumne	aspn	138	some one
gemētan	gemētað	v	138	met
gydd	gydda	gpn	139	poem
glēaw	glēawne,	adj	139	appreciative
giefu	geofum	ipn	139	gifts
unhnēaw	unhnēawne,	adj	139	generous
se	se	dem.pn	140	that
þe	þe	in	140	who
fore	fore	prep	140	before
duguþ	duguþe	dsn	140	royal military men
willan	wile	pres.sv	140	will
dōm	dōm	asn	140	reputation
ārǽran	ārǽran,	v	140	to heighten
eorlscipe	eorlscipe	nsn	141	noble behavior
æfnan	æfnan,	v	141	practice
oþ þæt	oþþæt	conj	141	until
eal	eal	adj	141	all
scacan	scæceð,	pres.sv	141	pass
lēoht	lēoht	nsn	142	light
ond	ond	conj	142	and
līf	līf	nsn	142	life
somod	somod;	adv	142	together
lof	lof	asn	142	praise
se	se	dem.pn	142	that
gewyrcan	gewyrceð,	v	142	works
habban	hafað	psv	143	has
under	under	prep	143	under
heofon	heofonum	dpn	143	the heavens
hēahfæst	hēahfæstne	adj	143	lasting
dōm	dōm.	asn	143	glory
